datim_uid,period,partner,snu,psnu,sitename,latitude,longitude,indicator,value,pais
QCY2lUMpt7f,2021-06-20,ECHO,Sofala,Buzi,Buzi Sede HR,-19.88299,34.59275,TPT Not Comp,613,Mocambique
QCY2lUMpt7f,2021-06-20,ECHO,Sofala,Buzi,Buzi Sede HR,-19.88299,34.59275,Recent Active TB TX,56,Mocambique
QCY2lUMpt7f,2021-06-20,ECHO,Sofala,Buzi,Buzi Sede HR,-19.88299,34.59275,Recent Pos TB Screen,1,Mocambique
QCY2lUMpt7f,2021-06-20,ECHO,Sofala,Buzi,Buzi Sede HR,-19.88299,34.59275,Actively on TPT,113,Mocambique
QCY2lUMpt7f,2021-06-20,ECHO,Sofala,Buzi,Buzi Sede HR,-19.88299,34.59275,TPT Candidates,443,Mocambique
QCY2lUMpt7f,2021-06-20,ECHO,Sofala,Buzi,Buzi Sede HR,-19.88299,34.59275,TPT Ineligible,57,Mocambique
QCY2lUMpt7f,2021-06-20,ECHO,Sofala,Buzi,Buzi Sede HR,-19.88299,34.59275,TPT Completed/Active,1306,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,TX_CURR,1070,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,TPT Completed,303,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,TPT Not Comp,768,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,Recent Active TB TX,22,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,Recent Pos TB Screen,3,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,Actively on TPT,238,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,TPT Candidates,504,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,TPT Ineligible,25,Mocambique
EQs1z4T6WiJ,2021-06-20,ECHO,Sofala,Buzi,Guara-Guara PS,-19.87716,34.46864,TPT Completed/Active,541,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,TX_CURR,3204,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,TPT Completed,1349,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,TPT Not Comp,1855,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,Recent Active TB TX,135,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,Recent Pos TB Screen,8,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,Actively on TPT,516,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,TPT Candidates,1196,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,TPT Ineligible,143,Mocambique
vugElbQMtcL,2021-06-20,ECHO,Sofala,Caia,Caia HD,-17.82842,35.33925,TPT Completed/Active,1865,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,TX_CURR,1276,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,TPT Completed,543,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,TPT Not Comp,733,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,Recent Active TB TX,90,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,Recent Pos TB Screen,1,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,Actively on TPT,220,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,TPT Candidates,422,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,TPT Ineligible,91,Mocambique
XFEHZnnEGkT,2021-06-20,ECHO,Sofala,Caia,Sena CS,-17.44487,35.02877,TPT Completed/Active,763,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,TX_CURR,1306,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,TPT Completed,417,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,TPT Not Comp,889,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,Recent Active TB TX,35,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,Recent Pos TB Screen,9,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,Actively on TPT,219,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,TPT Candidates,626,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,TPT Ineligible,44,Mocambique
d3thFMLEOGr,2021-06-20,ECHO,Sofala,Cheringoma,Inhaminga CS,-18.41947,35.02709,TPT Completed/Active,636,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,TX_CURR,714,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,TPT Completed,233,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,TPT Not Comp,481,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,Recent Active TB TX,6,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,Recent Pos TB Screen,1,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,Actively on TPT,75,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,TPT Candidates,399,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,TPT Ineligible,7,Mocambique
JnsP1SLvvsw,2021-06-20,ECHO,Sofala,Chibabava,Chibabava-Sede CS,-20.29039,33.65675,TPT Completed/Active,308,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,TX_CURR,980,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,TPT Completed,559,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,TPT Not Comp,421,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,Recent Active TB TX,13,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,Recent Pos TB Screen,0,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,Actively on TPT,153,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,TPT Candidates,255,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,TPT Ineligible,13,Mocambique
YBG39jGSV17,2021-06-20,ECHO,Sofala,Chibabava,Mutindire CS,-20.32737,33.88577,TPT Completed/Active,712,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,TX_CURR,522,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,TPT Completed,389,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,TPT Not Comp,133,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,Recent Active TB TX,7,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,Recent Pos TB Screen,1,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,Actively on TPT,97,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,TPT Candidates,28,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,TPT Ineligible,8,Mocambique
nYIBsKHueFr,2021-06-20,ECHO,Sofala,Chibabava,Hoode PS,-20.53808,33.60827,TPT Completed/Active,486,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,TX_CURR,3114,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,TPT Completed,1846,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,TPT Not Comp,1268,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,Recent Active TB TX,39,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,Recent Pos TB Screen,1,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,Actively on TPT,340,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,TPT Candidates,888,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,TPT Ineligible,40,Mocambique
TWJPFfCeHES,2021-06-20,ECHO,Sofala,Chibabava,Muxungue CS III,-20.39088,33.93564,TPT Completed/Active,2186,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,TX_CURR,6809,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,TPT Completed,2037,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,TPT Not Comp,4803,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,Recent Active TB TX,237,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,Recent Pos TB Screen,3,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,Actively on TPT,737,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,TPT Candidates,3795,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,TPT Ineligible,240,Mocambique
uUmAJIXkmsO,2021-06-20,ECHO,Sofala,Dondo,Dondo Sede CS I,-19.61487,34.74003,TPT Completed/Active,2774,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,TX_CURR,1115,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,TPT Completed,634,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,TPT Not Comp,481,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,Recent Active TB TX,1,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,Recent Pos TB Screen,0,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,Actively on TPT,163,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,TPT Candidates,317,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,TPT Ineligible,1,Mocambique
I6v4GYaXpQC,2021-06-20,ECHO,Sofala,Dondo,Igreja Baptista CS,-19.61896,34.75319,TPT Completed/Active,797,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,TX_CURR,3587,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,TPT Completed,1922,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,TPT Not Comp,1665,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,Recent Active TB TX,98,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,Recent Pos TB Screen,6,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,Actively on TPT,761,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,TPT Candidates,800,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,TPT Ineligible,104,Mocambique
hCuRPOStRLU,2021-06-20,ECHO,Sofala,Dondo,Mafambisse CS,-19.53973,34.62221,TPT Completed/Active,2683,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,TX_CURR,1327,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,TPT Completed,817,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,TPT Not Comp,510,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,Recent Active TB TX,11,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,Recent Pos TB Screen,0,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,Actively on TPT,304,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,TPT Candidates,195,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,TPT Ineligible,11,Mocambique
QtJyTjN5faU,2021-06-20,ECHO,Sofala,Dondo,Mutua PS,-19.49533,34.5978,TPT Completed/Active,1121,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,TX_CURR,785,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,TPT Completed,255,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,TPT Not Comp,530,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,Recent Active TB TX,5,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,Recent Pos TB Screen,0,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,Actively on TPT,187,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,TPT Candidates,338,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,TPT Ineligible,5,Mocambique
TJp862VOKlS,2021-06-20,ECHO,Sofala,Dondo,Canhandula PS,-19.68803,34.77691,TPT Completed/Active,442,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,TX_CURR,2418,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,TPT Completed,823,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,TPT Not Comp,1595,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,Recent Active TB TX,105,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,Recent Pos TB Screen,4,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,Actively on TPT,243,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,TPT Candidates,1243,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,TPT Ineligible,109,Mocambique
ZWAdop7zYgJ,2021-06-20,ECHO,Sofala,Gorongosa,Gorongoza-Sede CS,-18.68877,34.07046,TPT Completed/Active,1066,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,TX_CURR,1413,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,TPT Completed,840,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,TPT Not Comp,572,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,Recent Active TB TX,44,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,Recent Pos TB Screen,1,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,Actively on TPT,116,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,TPT Candidates,412,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,TPT Ineligible,45,Mocambique
T6VbSgxjG4o,2021-06-20,ECHO,Sofala,Machanga,Machang CS,-20.97483,35.00471,TPT Completed/Active,956,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,TX_CURR,4144,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,TPT Completed,1261,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,TPT Not Comp,2883,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,Recent Active TB TX,118,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,Recent Pos TB Screen,8,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,Actively on TPT,726,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,TPT Candidates,2031,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,TPT Ineligible,126,Mocambique
RxHTSbz8VN5,2021-06-20,ECHO,Sofala,Marromeu,Marromeu HR,-18.2929,35.95247,TPT Completed/Active,1987,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,TX_CURR,1636,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,TPT Completed,445,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,TPT Not Comp,1190,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,Recent Active TB TX,33,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,Recent Pos TB Screen,0,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,Actively on TPT,155,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,TPT Candidates,1003,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,TPT Ineligible,33,Mocambique
j7218NqxjYe,2021-06-20,ECHO,Sofala,Nhamatanda,Lamego CS,-19.33465,34.31461,TPT Completed/Active,600,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,TX_CURR,1273,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,TPT Completed,675,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,TPT Not Comp,598,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,Recent Active TB TX,19,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,Recent Pos TB Screen,2,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,Actively on TPT,196,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,TPT Candidates,381,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,TPT Ineligible,21,Mocambique
lYNYlzUvgos,2021-06-20,ECHO,Sofala,Nhamatanda,Metuchira Lomaco CS,-19.16755,34.19609,TPT Completed/Active,871,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,TX_CURR,4699,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,TPT Completed,1818,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,TPT Not Comp,2881,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,Recent Active TB TX,152,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,Recent Pos TB Screen,13,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,Actively on TPT,646,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,TPT Candidates,2070,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,TPT Ineligible,165,Mocambique
nmdSUueCjti,2021-06-20,ECHO,Sofala,Nhamatanda,Nhamatanda HR,-19.27097,34.20363,TPT Completed/Active,2464,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,TX_CURR,733,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,TPT Completed,429,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,TPT Not Comp,304,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,Recent Active TB TX,16,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,Recent Pos TB Screen,1,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,Actively on TPT,145,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,TPT Candidates,142,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,TPT Ineligible,17,Mocambique
lKLoN95Lufh,2021-06-20,ECHO,Sofala,Nhamatanda,Nharuchonga PS,-19.24463,34.12415,TPT Completed/Active,574,Mocambique
asg9aIblmr6,2021-06-20,ECHO,Sofala,Nhamatanda,Siluvo PS,-19.24104,34.02808,TX_CURR,913,Mocambique
asg9aIblmr6,2021-06-20,ECHO,Sofala,Nhamatanda,Siluvo PS,-19.24104,34.02808,TPT Completed,468,Mocambique
asg9aIblmr6,2021-06-20,ECHO,Sofala,Nhamatanda,Siluvo PS,-19.24104,34.02808,TPT Not Comp,445,Mocambique
asg9aIblmr6,2021-06-20,ECHO,Sofala,Nhamatanda,Siluvo PS,-19.24104,34.02808,Recent Active TB TX,16,Mocambique
asg9aIblmr6,2021-06-20,ECHO,Sofala,Nhamatanda,Siluvo PS,-19.24104,34.02808,Recent Pos TB Screen,6,Mocambique
asg9aIblmr6,2021-06-20,ECHO,Sofala,Nhamatanda,Siluvo PS,-19.24104,34.02808,Actively on TPT,163,Mocambique
asg9aIblmr6,2021-06-20,ECHO,Sofala,Nhamatanda,Siluvo PS,-19.24104,34.02808,TPT Candidates,260,Mocambique
asg9aIblmr6,2021-06-20,ECHO,Sofala,Nhamatanda,Siluvo PS,-19.24104,34.02808,TPT Ineligible,22,Mocambique
